Region,Taxa,Timesteps,Group,Probability,Best,Worst,Predator,Meanprob,Meanbest,Meanworst
Suisun Bay,Acartia,3,Zoop,53.64048703,25.70555175,76.11763497,Longfin smelt,47.17573489,30.81759377,66.22597125
San Pablo Bay,Oithona,3,Zoop,35.41256791,13.22468514,58.08865655,Longfin smelt,37.87233401,14.96698739,61.40231699
Suisun Bay,Oithona,3,Zoop,36.74175187,16.57556432,62.43903882,Longfin smelt,47.17573489,30.81759377,66.22597125
Suisun Bay,Tortanus,3,Zoop,32.15555243,14.67701818,58.52926132,Longfin smelt,47.17573489,30.81759377,66.22597125
San Pablo Bay,Spirinchus thaleichthys,3,Fish,53.67720081,31.25753026,74.17097134,Longfin smelt,53.67720081,31.25753026,74.17097134
Suisun Bay,Spirinchus thaleichthys,3,Fish,46.04432227,27.63384175,67.08576023,Longfin smelt,46.04432227,27.63384175,67.08576023
Suisun Bay,Acartiella,4,Zoop,56.2829689,42.97955037,72.8436285,Longfin smelt,53.18946209,34.00010318,72.77066992
Suisun Bay,Limnoithona,4,Zoop,57.71496029,46.87707543,71.61370988,Longfin smelt,53.18946209,34.00010318,72.77066992
San Pablo Bay,Pseudodiaptomus,4,Zoop,51.06981086,17.27459099,75.96625357,Longfin smelt,43.66681468,14.92742316,68.6763103
Suisun Bay,Pseudodiaptomus,4,Zoop,58.23141398,48.34246117,71.32413019,Longfin smelt,53.18946209,34.00010318,72.77066992
Suisun Bay,Eurytemora,4,Zoop,59.03468341,38.80490549,75.01151724,Longfin smelt,53.18946209,34.00010318,72.77066992
San Pablo Bay,Acartia,4,Zoop,39.15850043,13.92638893,64.35588491,Longfin smelt,43.66681468,14.92742316,68.6763103
Suisun Bay,Acartia,4,Zoop,59.36587077,26.47786121,81.61638467,Longfin smelt,53.18946209,34.00010318,72.77066992
San Pablo Bay,Oithona,4,Zoop,40.77213274,13.58128957,65.70679243,Longfin smelt,43.66681468,14.92742316,68.6763103
Suisun Bay,Oithona,4,Zoop,43.09996268,17.95027375,70.13884848,Longfin smelt,53.18946209,34.00010318,72.77066992
Suisun Bay,Tortanus,4,Zoop,38.59637461,16.56859486,66.84647048,Longfin smelt,53.18946209,34.00010318,72.77066992
San Pablo Bay,Spirinchus thaleichthys,4,Fish,60.21221085,35.46563454,80.30966487,Longfin smelt,60.21221085,35.46563454,80.30966487
Suisun Bay,Spirinchus thaleichthys,4,Fish,53.16185934,32.4679118,74.31889714,Longfin smelt,53.16185934,32.4679118,74.31889714
Suisun Bay,Acartiella,5,Zoop,60.70366952,46.35353916,77.26310428,Longfin smelt,57.5559722,35.66969033,77.31797555
Suisun Bay,Limnoithona,5,Zoop,61.87322621,50.14716693,75.81383802,Longfin smelt,57.5559722,35.66969033,77.31797555
San Pablo Bay,Pseudodiaptomus,5,Zoop,55.38718023,15.78314922,80.35177178,Longfin smelt,48.00828848,13.96827046,73.88545809
Suisun Bay,Pseudodiaptomus,5,Zoop,62.63026581,52.32735752,75.72684169,Longfin smelt,57.5559722,35.66969033,77.31797555
Suisun Bay,Eurytemora,5,Zoop,62.85674179,39.89949541,78.84723806,Longfin smelt,57.5559722,35.66969033,77.31797555
San Pablo Bay,Acartia,5,Zoop,43.6801212,12.70827449,69.9645506,Longfin smelt,48.00828848,13.96827046,73.88545809
Suisun Bay,Acartia,5,Zoop,63.45016182,26.15331599,85.29853704,Longfin smelt,57.5559722,35.66969033,77.31797555
San Pablo Bay,Oithona,5,Zoop,44.957564,13.41338766,71.3400519,Longfin smelt,48.00828848,13.96827046,73.88545809
Suisun Bay,Oithona,5,Zoop,47.86132927,17.87598793,75.52555564,Longfin smelt,57.5559722,35.66969033,77.31797555
Suisun Bay,Tortanus,5,Zoop,43.51641099,16.93096938,72.75071415,Longfin smelt,57.5559722,35.66969033,77.31797555
San Pablo Bay,Spirinchus thaleichthys,5,Fish,64.89333792,38.02914634,84.41062519,Longfin smelt,64.89333792,38.02914634,84.41062519
Suisun Bay,Spirinchus thaleichthys,5,Fish,58.33919236,35.56875089,79.24171698,Longfin smelt,58.33919236,35.56875089,79.24171698
Suisun Bay,Acartiella,6,Zoop,64.0655129,48.69410202,80.52414449,Longfin smelt,60.90790086,36.51255406,80.67571728
Suisun Bay,Limnoithona,6,Zoop,65.02406739,52.42460148,78.93420896,Longfin smelt,60.90790086,36.51255406,80.67571728
San Pablo Bay,Pseudodiaptomus,6,Zoop,58.68102623,14.13890953,83.55362265,Longfin smelt,51.40453618,12.7082617,77.80468491
Suisun Bay,Pseudodiaptomus,6,Zoop,65.96842269,55.26190134,78.99307584,Longfin smelt,60.90790086,36.51255406,80.67571728
Suisun Bay,Eurytemora,6,Zoop,65.74255467,40.27776518,81.68807624,Longfin smelt,60.90790086,36.51255406,80.67571728
San Pablo Bay,Acartia,6,Zoop,47.19019975,11.09182184,74.19953306,Longfin smelt,51.40453618,12.7082617,77.80468491
Suisun Bay,Acartia,6,Zoop,66.54813457,25.38997825,87.93501022,Longfin smelt,60.90790086,36.51255406,80.67571728
San Pablo Bay,Oithona,6,Zoop,48.34238255,12.89405373,75.66089901,Longfin smelt,51.40453618,12.7082617,77.80468491
Suisun Bay,Oithona,6,Zoop,51.58647654,17.09279231,79.5040181,Longfin smelt,60.90790086,36.51255406,80.67571728
Suisun Bay,Tortanus,6,Zoop,47.42013725,16.44673781,77.15148714,Longfin smelt,60.90790086,36.51255406,80.67571728
San Pablo Bay,Spirinchus thaleichthys,6,Fish,68.45036607,39.62048173,87.33428845,Longfin smelt,68.45036607,39.62048173,87.33428845
Suisun Bay,Spirinchus thaleichthys,6,Fish,62.31251586,37.6041285,82.80456037,Longfin smelt,62.31251586,37.6041285,82.80456037
Suisun Bay,Acartiella,7,Zoop,66.73190105,50.37006824,83.03944513,Longfin smelt,63.5836471,36.89438489,83.26178534
Suisun Bay,Limnoithona,7,Zoop,67.51680633,54.06796083,81.35892974,Longfin smelt,63.5836471,36.89438489,83.26178534
San Pablo Bay,Pseudodiaptomus,7,Zoop,61.29389732,12.632473,85.9944766,Longfin smelt,54.1461519,11.43854434,80.85950465
Suisun Bay,Pseudodiaptomus,7,Zoop,68.61188742,57.50910561,81.52607886,Longfin smelt,63.5836471,36.89438489,83.26178534
Suisun Bay,Eurytemora,7,Zoop,68.01723173,40.26526178,83.88922884,Longfin smelt,63.5836471,36.89438489,83.26178534
San Pablo Bay,Acartia,7,Zoop,49.99505549,9.519188438,77.51509321,Longfin smelt,54.1461519,11.43854434,80.85950465
Suisun Bay,Acartia,7,Zoop,68.99970664,24.48446759,89.91058867,Longfin smelt,63.5836471,36.89438489,83.26178534
San Pablo Bay,Oithona,7,Zoop,51.1495029,12.16397159,79.06894414,Longfin smelt,54.1461519,11.43854434,80.85950465
Suisun Bay,Oithona,7,Zoop,54.5982107,16.01808881,82.55806535,Longfin smelt,63.5836471,36.89438489,83.26178534
Suisun Bay,Tortanus,7,Zoop,50.60978581,15.54574139,80.55016081,Longfin smelt,63.5836471,36.89438489,83.26178534
San Pablo Bay,Spirinchus thaleichthys,7,Fish,71.26682971,40.60538425,89.51339691,Longfin smelt,71.26682971,40.60538425,89.51339691
Suisun Bay,Spirinchus thaleichthys,7,Fish,65.48101952,38.96088998,85.49585749,Longfin smelt,65.48101952,38.96088998,85.49585749
Suisun Bay,Acartiella,8,Zoop,68.91297963,51.59575703,85.04307188,Longfin smelt,65.78242284,37.01773271,85.31608515
Suisun Bay,Limnoithona,8,Zoop,69.55202927,55.28295547,83.30547806,Longfin smelt,65.78242284,37.01773271,85.31608515
San Pablo Bay,Pseudodiaptomus,8,Zoop,63.42750509,11.35420861,87.91480776,Longfin smelt,56.4128962,10.28550641,83.30470135
Suisun Bay,Pseudodiaptomus,8,Zoop,70.77154717,59.28020655,83.55480496,Longfin smelt,65.78242284,37.01773271,85.31608515
Suisun Bay,Eurytemora,8,Zoop,69.86738077,40.03660691,85.65139301,Longfin smelt,65.78242284,37.01773271,85.31608515
San Pablo Bay,Acartia,8,Zoop,52.28800462,8.161034383,80.18268216,Longfin smelt,56.4128962,10.28550641,83.30470135
Suisun Bay,Acartia,8,Zoop,71.00087529,23.57338452,91.4405208,Longfin smelt,65.78242284,37.01773271,85.31608515
San Pablo Bay,Oithona,8,Zoop,53.52317888,11.34127625,81.81661413,Longfin smelt,56.4128962,10.28550641,83.30470135
Suisun Bay,Oithona,8,Zoop,57.09545183,14.87444447,84.97097881,Longfin smelt,65.78242284,37.01773271,85.31608515
Suisun Bay,Tortanus,8,Zoop,53.27669591,14.48077403,83.2463485,Longfin smelt,65.78242284,37.01773271,85.31608515
San Pablo Bay,Spirinchus thaleichthys,8,Fish,73.56554622,41.19678737,91.19097578,Longfin smelt,73.56554622,41.19678737,91.19097578
Suisun Bay,Spirinchus thaleichthys,8,Fish,68.0811693,39.87163353,87.59387691,Longfin smelt,68.0811693,39.87163353,87.59387691
Suisun Bay,Acartiella,9,Zoop,70.7396888,52.50415779,86.67867265,Longfin smelt,67.63004263,36.99784018,86.9870747
Suisun Bay,Limnoithona,9,Zoop,71.25410595,56.196213,84.9072488,Longfin smelt,67.63004263,36.99784018,86.9870747
San Pablo Bay,Pseudodiaptomus,9,Zoop,65.20914067,10.31130508,89.4623684,Longfin smelt,58.32264537,9.293073073,85.30291594
Suisun Bay,Pseudodiaptomus,9,Zoop,72.57846954,60.70705411,85.2199312,Longfin smelt,67.63004263,36.99784018,86.9870747
Suisun Bay,Eurytemora,9,Zoop,71.40867459,39.69077454,87.09749043,Longfin smelt,67.63004263,36.99784018,86.9870747
San Pablo Bay,Acartia,9,Zoop,54.19695423,7.056925019,82.37510902,Longfin smelt,58.32264537,9.293073073,85.30291594
Suisun Bay,Acartia,9,Zoop,72.67354374,22.71811573,92.65531599,Longfin smelt,67.63004263,36.99784018,86.9870747
San Pablo Bay,Oithona,9,Zoop,55.56184122,10.51098912,84.07127041,Longfin smelt,58.32264537,9.293073073,85.30291594
Suisun Bay,Oithona,9,Zoop,59.20780263,13.77460205,86.92028491,Longfin smelt,67.63004263,36.99784018,86.9870747
Suisun Bay,Tortanus,9,Zoop,55.54801316,13.39396405,85.43057892,Longfin smelt,67.63004263,36.99784018,86.9870747
San Pablo Bay,Spirinchus thaleichthys,9,Fish,75.48580071,41.52556238,92.51465021,Longfin smelt,75.48580071,41.52556238,92.51465021
Suisun Bay,Spirinchus thaleichthys,9,Fish,70.26276971,40.48160122,89.26944926,Longfin smelt,70.26276971,40.48160122,89.26944926
Suisun Bay,Acartiella,10,Zoop,72.29837597,53.18210466,88.03978321,Longfin smelt,69.21035269,36.90137467,88.37197975
Suisun Bay,Limnoithona,10,Zoop,72.70475219,56.88999357,86.25111762,Longfin smelt,69.21035269,36.90137467,88.37197975
San Pablo Bay,Pseudodiaptomus,10,Zoop,66.72352639,9.479288413,90.73335138,Longfin smelt,59.95628678,8.465217789,86.96322048
Suisun Bay,Pseudodiaptomus,10,Zoop,74.11892109,61.87650899,86.61317422,Longfin smelt,69.21035269,36.90137467,88.37197975
Suisun Bay,Eurytemora,10,Zoop,72.71709473,39.2859731,88.30748255,Longfin smelt,69.21035269,36.90137467,88.37197975
San Pablo Bay,Acartia,10,Zoop,55.80999126,6.190169307,84.20798585,Longfin smelt,59.95628678,8.465217789,86.96322048
Suisun Bay,Acartia,10,Zoop,74.09799832,21.94335201,93.63900169,Longfin smelt,69.21035269,36.90137467,88.37197975
San Pablo Bay,Oithona,10,Zoop,57.33534269,9.726195648,85.94832422,Longfin smelt,59.95628678,8.465217789,86.96322048
Suisun Bay,Oithona,10,Zoop,61.02360447,12.77074446,88.52322847,Longfin smelt,69.21035269,36.90137467,88.37197975
Suisun Bay,Tortanus,10,Zoop,57.51172208,12.36094593,87.23007049,Longfin smelt,69.21035269,36.90137467,88.37197975
San Pablo Bay,Spirinchus thaleichthys,10,Fish,77.11965583,41.67564062,93.57952101,Longfin smelt,77.11965583,41.67564062,93.57952101
Suisun Bay,Spirinchus thaleichthys,10,Fish,72.12581038,40.88451929,90.63355011,Longfin smelt,72.12581038,40.88451929,90.63355011
Suisun Bay,Acartiella,1,Zoop,22.08671693,13.82772841,34.65923418,American shad,22.47591326,13.20331291,36.01817657
Suisun Bay,Limnoithona,1,Zoop,26.63877409,19.19560225,37.50244221,American shad,22.47591326,13.20331291,36.01817657
Confluence,Limnoithona,1,Zoop,28.24760737,17.30855644,42.58478753,American shad,22.29793544,13.11405555,34.4876948
San Pablo Bay,Pseudodiaptomus,1,Zoop,5.887943459,1.030591124,19.52298471,American shad,4.474460459,0.738042169,15.85255826
Suisun Bay,Pseudodiaptomus,1,Zoop,25.2564113,18.10540094,35.36195118,American shad,22.47591326,13.20331291,36.01817657
Confluence,Pseudodiaptomus,1,Zoop,16.34826351,8.919554667,26.39060206,American shad,22.29793544,13.11405555,34.4876948
Delta,Pseudodiaptomus,1,Zoop,5.790028513,3.390974661,10.28833288,American shad,29.94919078,21.75118432,40.48544226
Suisun Bay,Eurytemora,1,Zoop,29.58843739,19.05657844,42.7895944,American shad,22.47591326,13.20331291,36.01817657
Delta,Eurytemora,1,Zoop,36.98812394,26.63122041,49.05516746,American shad,29.94919078,21.75118432,40.48544226
Delta,Sinocalanus,1,Zoop,30.47825005,21.80499293,42.00250264,American shad,29.94919078,21.75118432,40.48544226
Delta,Bosmina,1,Zoop,37.51062409,30.14509255,47.45958654,American shad,29.94919078,21.75118432,40.48544226
Delta,Daphnia,1,Zoop,38.97892729,26.78364103,53.6216218,American shad,29.94919078,21.75118432,40.48544226
San Pablo Bay,Acartia,1,Zoop,5.219166996,0.997912565,16.33821146,American shad,4.474460459,0.738042169,15.85255826
Suisun Bay,Acartia,1,Zoop,28.65953512,13.04178895,47.80236663,American shad,22.47591326,13.20331291,36.01817657
San Pablo Bay,Oithona,1,Zoop,2.316270922,0.185622819,11.6964786,American shad,4.474460459,0.738042169,15.85255826
Suisun Bay,Oithona,1,Zoop,16.36568023,6.445038111,32.32833311,American shad,22.47591326,13.20331291,36.01817657
Suisun Bay,Tortanus,1,Zoop,8.735837736,2.751053296,21.68331426,American shad,22.47591326,13.20331291,36.01817657
San Pablo Bay,Alosa sapidissima,1,Fish,18.42517099,12.9771662,27.15018812,American shad,18.42517099,12.9771662,27.15018812
Suisun Bay,Alosa sapidissima,1,Fish,17.30977945,12.9104832,24.31418623,American shad,17.30977945,12.9104832,24.31418623
Confluence,Alosa sapidissima,1,Fish,31.44983531,22.24697438,43.79866995,American shad,31.44983531,22.24697438,43.79866995
Delta,Alosa sapidissima,1,Fish,33.43484472,26.98602796,41.54712928,American shad,33.43484472,26.98602796,41.54712928
Suisun Bay,Acartiella,2,Zoop,38.96421014,28.36337271,54.66584691,American shad,37.83396908,24.69999684,55.30977498
Suisun Bay,Limnoithona,2,Zoop,43.24941401,34.33520699,56.13629513,American shad,37.83396908,24.69999684,55.30977498
Confluence,Limnoithona,2,Zoop,44.54271953,30.3173208,60.80367465,American shad,39.11917328,26.33410821,54.24973817
San Pablo Bay,Pseudodiaptomus,2,Zoop,17.95122601,7.214704583,41.71705937,American shad,14.44111769,5.342364314,36.7209187
Suisun Bay,Pseudodiaptomus,2,Zoop,42.431752,33.84368839,54.72930362,American shad,37.83396908,24.69999684,55.30977498
Confluence,Pseudodiaptomus,2,Zoop,33.69562702,22.35089562,47.69580168,American shad,39.11917328,26.33410821,54.24973817
Delta,Pseudodiaptomus,2,Zoop,16.93684565,12.0415487,26.31322491,American shad,44.70553041,34.77095678,57.0664843
Suisun Bay,Eurytemora,2,Zoop,44.99880023,31.08708132,60.30579116,American shad,37.83396908,24.69999684,55.30977498
Delta,Eurytemora,2,Zoop,52.08794125,39.56139836,64.99145113,American shad,44.70553041,34.77095678,57.0664843
Delta,Sinocalanus,2,Zoop,47.48141569,37.54824924,60.60150031,American shad,44.70553041,34.77095678,57.0664843
Delta,Bosmina,2,Zoop,53.0036876,45.14687095,63.94553715,American shad,44.70553041,34.77095678,57.0664843
Delta,Daphnia,2,Zoop,54.01776186,39.55671666,69.48070799,American shad,44.70553041,34.77095678,57.0664843
San Pablo Bay,Acartia,2,Zoop,14.89123246,5.741058674,35.53903538,American shad,14.44111769,5.342364314,36.7209187
Suisun Bay,Acartia,2,Zoop,44.48610404,22.30371653,66.35966965,American shad,37.83396908,24.69999684,55.30977498
San Pablo Bay,Oithona,2,Zoop,10.48089461,3.071329686,32.90666136,American shad,14.44111769,5.342364314,36.7209187
Suisun Bay,Oithona,2,Zoop,30.30552447,14.07674083,52.61637168,American shad,37.83396908,24.69999684,55.30977498
Suisun Bay,Tortanus,2,Zoop,20.4019787,8.890171137,42.3551467,American shad,37.83396908,24.69999684,55.30977498
San Pablo Bay,Alosa sapidissima,2,Fish,34.79903251,27.66824383,46.67812697,American shad,34.79903251,27.66824383,46.67812697
Suisun Bay,Alosa sapidissima,2,Fish,33.5075637,27.72809571,43.11519723,American shad,33.5075637,27.72809571,43.11519723
Confluence,Alosa sapidissima,2,Fish,48.12816136,37.61660798,62.03901258,American shad,48.12816136,37.61660798,62.03901258
Delta,Alosa sapidissima,2,Fish,49.88092432,42.52366883,59.05497064,American shad,49.88092432,42.52366883,59.05497064
Suisun Bay,Acartiella,3,Zoop,48.47748135,36.60224979,65.09745725,American shad,46.77051235,30.64188093,65.6663403
Suisun Bay,Limnoithona,3,Zoop,52.2195617,42.36016425,65.67025738,American shad,46.77051235,30.64188093,65.6663403
Confluence,Limnoithona,3,Zoop,53.21544484,36.09541033,69.88102669,American shad,48.83011508,33.78965135,64.78823851
San Pablo Bay,Pseudodiaptomus,3,Zoop,27.17657616,11.80616183,55.25504029,American shad,22.82733817,9.755411759,50.64356833
Suisun Bay,Pseudodiaptomus,3,Zoop,51.86719323,42.71503771,64.77617701,American shad,46.77051235,30.64188093,65.6663403
Confluence,Pseudodiaptomus,3,Zoop,44.44478532,31.48389236,59.69545032,American shad,48.83011508,33.78965135,64.78823851
Delta,Pseudodiaptomus,3,Zoop,25.86105814,19.68003625,37.9602459,American shad,52.93457205,41.72576263,65.94517461
Suisun Bay,Eurytemora,3,Zoop,53.35911058,36.53106728,69.24911377,American shad,46.77051235,30.64188093,65.6663403
Delta,Eurytemora,3,Zoop,59.80506872,45.23759343,72.79643509,American shad,52.93457205,41.72576263,65.94517461
Delta,Sinocalanus,3,Zoop,56.46162179,45.95697776,69.87584773,American shad,52.93457205,41.72576263,65.94517461
Delta,Bosmina,3,Zoop,60.94682314,52.79238271,72.06512273,American shad,52.93457205,41.72576263,65.94517461
Delta,Daphnia,3,Zoop,61.59828847,44.96182302,77.02822158,American shad,52.93457205,41.72576263,65.94517461
San Pablo Bay,Acartia,3,Zoop,22.83213264,10.00704743,48.60158849,American shad,22.82733817,9.755411759,50.64356833
Suisun Bay,Acartia,3,Zoop,53.17021293,25.33949512,75.49678544,American shad,46.77051235,30.64188093,65.6663403
San Pablo Bay,Oithona,3,Zoop,18.4733057,7.453026016,48.07407621,American shad,22.82733817,9.755411759,50.64356833
Suisun Bay,Oithona,3,Zoop,39.23020652,17.71168009,64.0189189,American shad,46.77051235,30.64188093,65.6663403
Suisun Bay,Tortanus,3,Zoop,29.06982016,13.23347225,55.35567238,American shad,46.77051235,30.64188093,65.6663403
San Pablo Bay,Alosa sapidissima,3,Fish,44.47630085,36.65664319,57.522732,American shad,44.47630085,36.65664319,57.522732
Suisun Bay,Alosa sapidissima,3,Fish,43.1072849,36.66779201,53.69511327,American shad,43.1072849,36.66779201,53.69511327
Confluence,Alosa sapidissima,3,Fish,56.88646132,45.63404304,71.06797594,American shad,56.88646132,45.63404304,71.06797594
Delta,Alosa sapidissima,3,Fish,58.46503608,50.68129363,67.86760329,American shad,58.46503608,50.68129363,67.86760329
Suisun Bay,Acartiella,4,Zoop,54.70533573,41.67375488,71.6332086,American shad,52.74643676,33.76191036,72.23461412
Suisun Bay,Limnoithona,4,Zoop,57.99226539,47.20456605,71.6297594,American shad,52.74643676,33.76191036,72.23461412
Confluence,Limnoithona,4,Zoop,58.75531563,38.8176742,75.47889006,American shad,55.25207883,38.32689072,71.44805256
San Pablo Bay,Pseudodiaptomus,4,Zoop,33.9975354,13.22514358,64.18940486,American shad,29.38490022,12.0343165,60.21849323
Suisun Bay,Pseudodiaptomus,4,Zoop,57.9804694,48.37853593,71.07776117,American shad,52.74643676,33.76191036,72.23461412
Confluence,Pseudodiaptomus,4,Zoop,51.74884202,37.83610723,67.41721505,American shad,55.25207883,38.32689072,71.44805256
Delta,Pseudodiaptomus,4,Zoop,32.67242569,25.61774258,46.41906048,American shad,58.36701816,45.98944863,71.65153871
Suisun Bay,Eurytemora,4,Zoop,58.7573686,39.13346671,74.83148367,American shad,52.74643676,33.76191036,72.23461412
Delta,Eurytemora,4,Zoop,64.66161671,48.11419716,77.59700426,American shad,58.36701816,45.98944863,71.65153871
Delta,Sinocalanus,4,Zoop,62.19040845,51.17251828,75.58946792,American shad,58.36701816,45.98944863,71.65153871
Delta,Bosmina,4,Zoop,65.96174304,57.46544662,77.06523024,American shad,58.36701816,45.98944863,71.65153871
Delta,Daphnia,4,Zoop,66.34889693,47.57733851,81.58693065,American shad,58.36701816,45.98944863,71.65153871
San Pablo Bay,Acartia,4,Zoop,29.06125409,12.20692985,57.78741037,American shad,29.38490022,12.0343165,60.21849323
Suisun Bay,Acartia,4,Zoop,58.80908654,25.85098401,81.0187815,American shad,52.74643676,33.76191036,72.23461412
San Pablo Bay,Oithona,4,Zoop,25.09591118,10.67087607,58.67866446,American shad,29.38490022,12.0343165,60.21849323
Suisun Bay,Oithona,4,Zoop,45.44275745,18.75684911,71.34006456,American shad,52.74643676,33.76191036,72.23461412
Suisun Bay,Tortanus,4,Zoop,35.53777422,15.33521585,64.11123991,American shad,52.74643676,33.76191036,72.23461412
San Pablo Bay,Alosa sapidissima,4,Fish,50.94025537,42.58402981,64.53368166,American shad,50.94025537,42.58402981,64.53368166
Suisun Bay,Alosa sapidissima,4,Fish,49.51539915,42.48962552,60.59200895,American shad,49.51539915,42.48962552,60.59200895
Confluence,Alosa sapidissima,4,Fish,62.46306895,50.49282716,76.61229058,American shad,62.46306895,50.49282716,76.61229058
Delta,Alosa sapidissima,4,Fish,63.91413147,55.77563502,73.3466165,American shad,63.91413147,55.77563502,73.3466165
Suisun Bay,Acartiella,5,Zoop,59.17483204,45.01399565,76.1684799,American shad,57.09306771,35.39121555,76.81247105
Suisun Bay,Limnoithona,5,Zoop,62.09618856,50.38196089,75.77572156,American shad,57.09306771,35.39121555,76.81247105
Confluence,Limnoithona,5,Zoop,62.67236809,40.07872131,79.33563493,American shad,59.88158272,41.28222594,76.08536987
San Pablo Bay,Pseudodiaptomus,5,Zoop,39.21471894,12.73389119,70.51345452,American shad,34.58061894,12.53773102,67.14688494
Suisun Bay,Pseudodiaptomus,5,Zoop,62.34256282,52.31004741,75.46330034,American shad,57.09306771,35.39121555,76.81247105
Confluence,Pseudodiaptomus,5,Zoop,57.09079734,42.48573057,72.8351048,American shad,59.88158272,41.28222594,76.08536987
Delta,Pseudodiaptomus,5,Zoop,37.99844427,30.20378372,52.82221635,American shad,62.29625585,48.81808675,75.69020446
Suisun Bay,Eurytemora,5,Zoop,62.59929228,40.34732221,78.70630737,American shad,57.09306771,35.39121555,76.81247105
Delta,Eurytemora,5,Zoop,68.06880518,49.65934194,80.90873367,American shad,62.29625585,48.81808675,75.69020446
Delta,Sinocalanus,5,Zoop,66.24398664,54.7152176,79.5201478,American shad,62.29625585,48.81808675,75.69020446
Delta,Bosmina,5,Zoop,69.49161454,60.62109257,80.51432153,American shad,62.29625585,48.81808675,75.69020446
Delta,Daphnia,5,Zoop,69.67842861,48.89099792,84.68560295,American shad,62.29625585,48.81808675,75.69020446
San Pablo Bay,Acartia,5,Zoop,34.01700586,12.6118016,64.55638431,American shad,34.58061894,12.53773102,67.14688494
Suisun Bay,Acartia,5,Zoop,62.83745251,25.34821749,84.73505156,American shad,57.09306771,35.39121555,76.81247105
San Pablo Bay,Oithona,5,Zoop,30.51013201,12.26750027,66.37081598,American shad,34.58061894,12.53773102,67.14688494
Suisun Bay,Oithona,5,Zoop,50.05786419,18.45676218,76.45326822,American shad,57.09306771,35.39121555,76.81247105
Suisun Bay,Tortanus,5,Zoop,40.54328158,15.88020299,70.3851684,American shad,57.09306771,35.39121555,76.81247105
San Pablo Bay,Alosa sapidissima,5,Fish,55.63158591,46.76612753,69.5038464,American shad,55.63158591,46.76612753,69.5038464
Suisun Bay,Alosa sapidissima,5,Fish,54.16122377,46.5506588,65.5169146,American shad,54.16122377,46.5506588,65.5169146
Confluence,Alosa sapidissima,5,Fish,66.4055857,53.71401629,80.41840827,American shad,66.4055857,53.71401629,80.41840827
Delta,Alosa sapidissima,5,Fish,67.75736844,59.28620222,77.14939958,American shad,67.75736844,59.28620222,77.14939958
Suisun Bay,Acartiella,6,Zoop,62.57961866,47.31549978,79.52409977,American shad,60.43370592,36.20543372,80.20111553
Suisun Bay,Limnoithona,6,Zoop,65.20346045,52.57908448,78.85763035,American shad,60.43370592,36.20543372,80.20111553
Confluence,Limnoithona,6,Zoop,65.62461426,40.57562144,82.17955374,American shad,63.41432313,43.30402652,79.51999234
San Pablo Bay,Pseudodiaptomus,6,Zoop,43.34303694,11.40148878,75.21960081,American shad,38.79239291,11.97772625,72.36877911
Suisun Bay,Pseudodiaptomus,6,Zoop,65.65310166,55.19538919,78.72016853,American shad,60.43370592,36.20543372,80.20111553
Confluence,Pseudodiaptomus,6,Zoop,61.204032,46.0324316,76.86043093,American shad,63.41432313,43.30402652,79.51999234
Delta,Pseudodiaptomus,6,Zoop,42.28411782,33.7943534,57.85064032,American shad,65.3075421,50.79189686,78.72655363
Suisun Bay,Eurytemora,6,Zoop,65.50744075,40.82387296,81.5785234,American shad,60.43370592,36.20543372,80.20111553
Delta,Eurytemora,6,Zoop,70.62442516,50.48982678,83.35794863,American shad,65.3075421,50.79189686,78.72655363
Delta,Sinocalanus,6,Zoop,69.30414992,57.2661592,82.41371863,American shad,65.3075421,50.79189686,78.72655363
Delta,Bosmina,6,Zoop,72.14806303,62.88871124,83.06348146,American shad,65.3075421,50.79189686,78.72655363
Delta,Daphnia,6,Zoop,72.17695455,49.52043366,86.94697909,American shad,65.3075421,50.79189686,78.72655363
San Pablo Bay,Acartia,6,Zoop,38.0436914,11.9136415,69.73704813,American shad,38.79239291,11.97772625,72.36877911
Suisun Bay,Acartia,6,Zoop,65.89574332,24.46655163,87.40779843,American shad,60.43370592,36.20543372,80.20111553
San Pablo Bay,Oithona,6,Zoop,34.99045039,12.61804846,72.14968839,American shad,38.79239291,11.97772625,72.36877911
Suisun Bay,Oithona,6,Zoop,53.64966633,17.54327734,80.22923822,American shad,60.43370592,36.20543372,80.20111553
Suisun Bay,Tortanus,6,Zoop,44.54691026,15.51436066,75.09034998,American shad,60.43370592,36.20543372,80.20111553
San Pablo Bay,Alosa sapidissima,6,Fish,59.23124115,49.86264435,73.24401679,American shad,59.23124115,49.86264435,73.24401679
Suisun Bay,Alosa sapidissima,6,Fish,57.72188599,49.52484532,69.24860239,American shad,57.72188599,49.52484532,69.24860239
Confluence,Alosa sapidissima,6,Fish,69.38065595,55.97429241,83.21570034,American shad,69.38065595,55.97429241,83.21570034
Delta,Alosa sapidissima,6,Fish,70.65136507,61.8610841,79.97326699,American shad,70.65136507,61.8610841,79.97326699
Suisun Bay,Acartiella,7,Zoop,65.28346811,48.94921991,82.11849839,American shad,63.10271448,36.56555024,82.81645841
Suisun Bay,Limnoithona,7,Zoop,67.66034107,54.15253194,81.25420739,American shad,63.10271448,36.56555024,82.81645841
Confluence,Limnoithona,7,Zoop,67.94930199,40.65178094,84.37523399,American shad,66.22025092,44.73823465,82.17467654
